country_code,country_name,year,gdp_per_capita_usd,internet_users_pct,electricity_access_pct,life_expectancy_years,urban_population_pct,trade_pct_gdp,unemployment_pct,inflation_pct,population_total,fdi_pct_gdp,education_spend_pct_gdp,region,income_level,lending_type
ABW,Aruba,2020,22759.8071750722,,100.0,75.406,62.0028837566365,122.723738046404,,,108587.0,6.51718576425329,,Latin America & Caribbean,High income,Not classified
ABW,Aruba,2021,26749.3296093118,,100.0,73.655,61.9275339886843,139.917797708768,,,107700.0,4.63553026601194,3.61855755636695,Latin America & Caribbean,High income,Not classified
ABW,Aruba,2022,30975.9989121779,,99.9,76.226,61.8811657924257,160.634546418015,,,107310.0,7.4653342753216,,Latin America & Caribbean,High income,Not classified
ABW,Aruba,2023,35718.7531191634,,100.0,76.353,61.8351492675589,159.018596924652,,,107359.0,-3.58459079731401,,Latin America & Caribbean,High income,Not classified
AUS,Australia,2015,56970.3613028094,84.5605149091408,100.0,82.4,86.8778642539361,41.4947506939901,6.055,1.50836803138463,23815995.0,3.456117831131,,East Asia & Pacific,High income,Not classified
AUS,Australia,2016,50084.4440606385,86.54000092,100.0,82.4487804878049,87.0166295249235,40.813402217321,5.711,1.27699365720306,24190907.0,3.54660341826144,,East Asia & Pacific,High income,Not classified
AUS,Australia,2017,54117.547718609,86.5450488476768,100.0,82.5,87.12809266445,42.0354135251854,5.592,1.94864309065653,24592588.0,3.62158795648508,,East Asia & Pacific,High income,Not classified
AUS,Australia,2018,57410.1737346009,90.0082016,100.0,82.7487804878049,87.2267680845925,43.5732253645218,5.345,1.91140002818579,24963258.0,4.23450805251819,,East Asia & Pacific,High income,Not classified
AUS,Australia,2019,55194.7585097428,93.60990143,100.0,82.9,87.3019647888406,46.0016827052171,5.143,1.610770929127,25334826.0,2.77077560426989,,East Asia & Pacific,High income,Not classified
AUS,Australia,2020,51983.4523666382,94.6934967,100.0,83.2,87.2713470458985,44.499564103879,6.394,0.846900734607273,25649248.0,1.34826011276187,5.38625001907349,East Asia & Pacific,High income,Not classified
AUS,Australia,2021,60758.9044397144,96.97219849,100.0,83.3,87.2353407632761,40.2022359390595,5.022,2.86391284709318,25685412.0,2.01542405903096,5.34109020233154,East Asia & Pacific,High income,Not classified
AUS,Australia,2022,65169.5191118657,96.11940002,100.0,83.2,87.3343268253813,45.6946418805752,3.728,6.59409658717841,26018721.0,4.05215286724898,5.05915021896362,East Asia & Pacific,High income,Not classified
AUS,Australia,2023,65058.3773146674,96.1160965,100.0,83.0512195121951,87.4866955653765,49.044339318428,3.668,5.59701792296707,26659922.0,2.03614704389564,,East Asia & Pacific,High income,Not classified
AUT,Austria,2015,43915.228020857,83.9401419315026,100.0,81.190243902439,67.5576175537383,103.11758174626,5.802,0.896563335260319,8642699.0,-1.80409511056007,5.49143981933594,Europe & Central Asia,High income,Not classified
AUT,Austria,2016,45061.4993920192,84.3237425711653,100.0,81.6414634146342,67.7218061923556,101.573494597172,6.064,0.891591752655362,8736668.0,-7.23989904197038,5.50954008102417,Europe & Central Asia,High income,Not classified
AUT,Austria,2017,47163.7425775142,87.9355865856062,100.0,81.6439024390244,67.9051196052802,105.556066755438,5.561,2.08126911385586,8797566.0,3.38180275607348,5.40181016921997,Europe & Central Asia,High income,Not classified
